census_tract,long,lat,Applications,One.to.Four.Unit,loan_type,mfrd,year,Hispanic,N.Hispanic,Native,Asian,Black,Pacific,White,Race_Other,Male,Female,Accepted,Denied,Action_Other,Purchase,Improvement,Purpose_Other,Lien.First,Lien.Sub,Med.Spread,Stdv.Spread,Hoepa,Med.Income,Stdv.Income,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units,Stdv.Loan,Med.Loan,loan.return,app.growth
45059920700,-81.91654172,34.46570958,86,85,Conventional,17,2018,0,93,0,2,46,0,45,13,41,53,32,35,19,46,6,34,84,2,1.43,1.842748768,86,37,27.0695278,4796,59.01,64200,57,940,1887,193.8092833,55,15.78947368,-10.41666667
45059920800,-81.89600577,34.41926685,157,156,Conventional,1,2018,5,162,1,4,24,0,140,52,93,85,109,16,32,86,12,59,141,16,0.92635,1.308511775,157,65,142.5180014,5812,27.25,64200,105,1157,1667,80.94690101,125,34.40860215,-3.680981595
45059920900,-81.82806755,34.39514072,77,77,Conventional,16,2018,0,82,0,0,5,0,79,23,48,39,45,23,9,37,2,38,74,3,1.3355,1.592462939,77,41,22.95046426,2189,11.56,64200,77,746,1224,73.35877994,75,11.11111111,13.23529412
45059921001,-82.03910629,34.3553119,98,98,Conventional,37,2018,3,118,2,0,14,0,108,19,62,63,55,31,12,64,7,27,96,2,0.724,1.3699316,98,52,53.93199534,2838,36.65,64200,71,974,1642,78.53332856,95,14.45783133,-10.09174312
45059921002,-81.9521422,34.29517446,150,150,Conventional,44,2018,6,165,1,1,14,0,159,37,101,79,86,37,27,83,7,60,140,10,0.693,1.798996966,150,63,99.40948417,2738,22.86,64200,77,927,2102,98.91889883,135,3.846153846,0
45061920100,-80.17496852,34.25611857,26,26,Conventional,9,2018,1,25,0,1,8,0,24,5,15,16,11,10,5,12,4,10,21,5,0.997,3.152032232,26,45,37.32619141,1661,41.42,48300,87,437,708,69.79530511,75,-1.315789474,8.333333333
45061920200,-80.3187122,34.27310381,103,102,Conventional,18,2018,8,91,1,1,42,0,57,34,49,57,44,43,16,39,12,52,92,11,1.023,1.573958873,103,50,78.07746279,4618,56.89,48300,74,1238,1944,64.40283464,65,-10.95890411,-11.96581197
45061920302,-80.21861373,34.15352311,61,60,Conventional,19,2018,7,51,0,1,39,0,23,20,35,30,26,21,14,27,5,29,58,3,1.105,2.03080413,61,44,244.3160218,5131,81.68,48300,90,890,1728,79.32226584,65,-4.411764706,-24.69135802
45061920400,-80.37928706,34.14204579,71,71,Conventional,18,2018,1,81,0,0,22,0,60,17,43,40,31,24,16,28,11,32,67,4,0.639,2.34020315,71,61,51.59489783,3899,64.14,48300,98,1192,1625,322.2447674,75,-16.66666667,-21.11111111
45061920500,-80.24050741,34.07380258,27,27,Conventional,18,2018,0,29,0,0,21,0,14,0,13,18,6,15,6,18,1,8,27,0,1.792,2.833606777,27,43,23.632214,1726,73.81,48300,97,539,658,44.57779141,65,10.16949153,-12.90322581
45061920600,-80.10953282,34.039513,31,31,Conventional,12,2018,1,23,1,0,17,0,11,16,12,20,17,12,2,16,3,12,27,4,1.593,2.039334637,31,53.5,31.6302922,1426,80.79,48300,85,424,702,72.43833121,55,-16.03053435,-22.5
45063020100,-81.04256698,33.95271258,98,98,Conventional,1,2018,3,87,0,2,13,0,75,29,49,44,56,22,20,57,7,34,87,11,1.151,1.479678136,98,37,33.40462404,2648,30.74,68800,51,695,1227,32.71178708,65,-8.450704225,-19.00826446
45063020201,-81.05695484,33.97859408,108,108,Conventional,0,2018,0,119,1,2,8,0,110,27,61,60,66,22,20,62,10,36,98,10,0.6575,0.98847755,108,70,52.9827073,2971,22.99,68800,91,617,1122,77.89280917,140,15.70247934,2.857142857
45063020202,-81.07844278,33.9630951,77,76,Conventional,0,2018,2,71,1,4,6,0,60,22,35,39,59,4,14,45,3,29,69,8,0.939,0.678819565,77,43,43.26847597,2265,33.29,68800,81,625,1100,67.43772601,95,13.0952381,22.22222222
45063020300,-81.06320709,33.98949035,72,72,Conventional,1,2018,7,56,0,5,8,0,56,19,36,35,43,13,16,40,7,25,65,7,0.3482,0.949892459,72,64,145.1729561,4198,44.69,68800,96,544,1447,281.414797,125,-10.71428571,26.31578947
45063020505,-81.09308569,33.99193992,92,92,Conventional,0,2018,3,87,0,9,12,0,67,27,44,51,56,24,12,51,4,37,83,9,0.725,0.738329473,92,45,40.47014599,3744,53.79,68800,64,839,1646,52.33795779,95,15.15151515,-48.31460674
45063020506,-81.13065026,34.01507667,236,236,Conventional,2,2018,4,234,0,10,18,0,213,72,119,127,174,29,33,143,14,79,197,39,0.445,0.92709334,236,65,85.46115844,4521,34.62,68800,99,1157,1741,81.89435817,135,-8.163265306,-21.85430464
45063020507,-81.13201194,33.98890957,299,299,Conventional,4,2018,9,284,1,8,28,0,260,108,161,160,218,30,51,195,14,90,267,32,0.734,1.106958608,299,51,37.09976911,6417,28.53,68800,98,1760,2738,54.41001582,125,8.695652174,15
45063020508,-81.09994112,34.00981266,109,109,Conventional,0,2018,5,125,0,2,9,0,117,28,68,65,80,9,20,49,9,51,90,19,0.4625,1.11177523,109,72,55.30057783,2161,5.09,68800,130,824,918,69.27381688,145,2.112676056,14.73684211
45063020509,-81.07401722,34.00338286,97,97,Conventional,1,2018,1,96,0,6,2,0,89,24,57,43,59,20,18,50,3,44,90,7,0.793,0.955546095,97,45,77.90998857,3325,41.11,68800,61,843,1270,112.5987539,115,4.545454545,-12.61261261
45063020510,-81.12674299,34.03490534,156,154,Conventional,0,2018,2,150,0,1,50,1,98,49,91,67,87,25,44,81,8,67,135,21,0.8055,0.996156958,156,49,32.74190893,5196,46.63,68800,103,1190,1444,793.8693444,115,-5.737704918,-3.105590062
45063020511,-81.1314402,34.048688,58,58,Conventional,0,2018,0,52,0,1,14,0,39,29,32,25,41,8,9,22,2,34,47,11,0.822,0.69120679,58,65,41.35510728,3330,50.99,68800,82,519,812,55.11907585,125,-7.407407407,-22.66666667
45063020601,-81.08944747,33.97457531,156,156,Conventional,14,2018,6,150,0,2,22,1,137,35,74,96,85,43,28,93,10,53,142,14,0.709,1.397386753,156,46,49.60300566,4164,38.81,68800,80,986,1924,54.50870883,95,9.195402299,39.28571429
45063020602,-81.11601813,33.9631325,208,208,Conventional,1,2018,3,208,1,6,21,0,187,65,115,108,141,36,31,111,12,85,186,22,0.749,1.120496949,208,50,41.39799715,3990,21.33,68800,96,1160,1562,66.61313347,115,3.603603604,13.66120219
45063020604,-81.06853489,33.94333408,171,171,Conventional,19,2018,6,171,1,1,42,1,142,44,98,101,102,32,37,83,15,73,147,24,0.6275,1.59080731,171,56,39.93860705,3126,22.39,68800,125,1067,1310,67.98652207,105,-20.45454545,4.90797546
45063020605,-81.06957474,33.92521496,113,113,Conventional,0,2018,5,105,1,5,20,1,83,41,60,55,69,15,29,63,5,45,103,10,0.8892,1.396427209,113,46,38.02786193,1964,19.76,68800,101,507,789,56.44563185,115,22.34042553,15.30612245
45063020703,-81.14240465,33.91510554,227,224,Conventional,15,2018,6,219,5,2,29,0,199,78,131,108,138,40,49,133,17,77,203,24,0.974,1.27501979,227,53,41.56366757,3886,14.31,68800,71,1092,1790,65.22103555,115,2.678571429,29.71428571
45063020705,-81.06458357,33.84350894,130,130,Conventional,20,2018,12,118,4,0,56,0,71,41,77,56,82,29,19,77,5,48,126,4,1.24,1.15280278,130,50,28.49142639,3959,40.26,68800,72,875,1435,55.01016332,125,37.36263736,8.333333333
45063020706,-81.04604227,33.89428983,180,180,Conventional,75,2018,7,183,2,2,127,0,55,42,88,106,94,44,42,134,6,40,173,7,1.129,0.899158162,180,83,14655.60459,3416,79.27,68800,72,869,1231,59.31535727,50,-37.5,221.4285714
45063020707,-81.09595955,33.88763962,132,131,Conventional,16,2018,1,130,3,5,19,0,112,46,67,71,84,21,27,64,6,62,118,14,0.961,0.766116629,132,58,62.50649397,3448,29.09,68800,88,1004,1468,78.56048588,115,10.57692308,-3.649635036
45063020708,-81.12942958,33.89317409,100,100,Conventional,23,2018,1,105,0,3,7,0,102,21,71,48,49,30,21,52,8,40,92,8,1.145,1.705262401,100,55,68.18162843,2379,4.96,68800,76,619,1115,68.57893778,95,-6.862745098,69.49152542
45063020801,-81.00341117,33.74707875,75,75,Conventional,23,2018,2,72,0,0,17,0,59,13,43,35,39,19,17,47,3,25,73,2,0.9827,2.086215502,75,47,24.73010856,1654,30.83,68800,84,511,684,54.21412336,105,0.961538462,-13.79310345
45063020802,-81.08041932,33.75629208,84,84,Conventional,20,2018,3,82,1,0,12,0,73,31,60,33,47,14,23,49,6,29,78,6,1.1056,1.321831759,84,45,27.99053303,2614,34.77,68800,76,852,1262,59.80785355,90,26.76056338,-21.4953271
45063020803,-81.13820263,33.72815936,91,91,Conventional,45,2018,2,108,2,1,24,2,86,17,72,46,30,40,21,54,9,28,84,7,0.968,1.630987386,91,49,26.8709729,3351,42.76,68800,84,915,1442,63.05607327,75,11.11111111,1.111111111
45063020804,-81.14834391,33.80073638,72,72,Conventional,40,2018,5,58,1,0,14,0,56,28,51,24,34,19,19,51,2,19,70,2,1.365,2.186117531,72,37,30.93284703,2642,33.31,68800,69,776,1189,38.94515826,85,32.8125,9.090909091
45063020805,-81.12465581,33.83847017,125,125,Conventional,64,2018,11,107,2,0,22,1,92,52,69,52,67,30,28,82,4,39,121,4,1.264,1.346776666,125,44,50.913139,5262,28.32,68800,65,1375,2117,45.93445541,75,7.142857143,-42.12962963
45063020903,-81.30145277,33.76301359,143,143,Conventional,72,2018,7,138,2,0,10,0,143,36,101,61,80,40,23,91,2,50,136,7,1.278,1.945377494,143,50,37.59438381,5204,23.41,68800,69,1443,1966,76.80966228,85,13.33333333,-4.666666667
45063020904,-81.21462205,33.72625194,91,91,Conventional,37,2018,2,89,0,0,10,0,89,27,62,44,44,31,16,44,4,43,87,4,1.173,1.12316508,91,54,42.34427165,3058,14.68,68800,89,971,1332,74.52036294,105,33.75796178,-18.75
45063020905,-81.18390529,33.83472215,170,169,Conventional,37,2018,9,161,2,1,42,0,133,64,99,83,107,36,27,112,8,50,154,16,1.04,1.638819188,170,54,29.56660932,3564,16.02,68800,65,946,1398,65.05530593,135,11.57024793,33.85826772
45063020906,-81.25825946,33.84091917,118,118,Conventional,68,2018,9,102,2,1,5,0,121,30,86,47,58,32,28,79,3,36,113,5,1.5585,1.770274533,118,50,30.12993375,4090,1.32,68800,115,1163,1666,63.63602499,95,7.954545455,-5.6
45063020907,-81.24148658,33.88129859,550,550,Conventional,29,2018,23,444,1,14,61,3,395,302,299,199,386,74,90,357,12,181,510,40,0.881,1.043286998,550,56,42.46740268,6055,25.5,68800,100,1850,2270,63.37407114,145,-2.684563758,-4.679376083
45063020908,-81.19156382,33.89235414,180,180,Conventional,19,2018,5,171,1,5,30,2,153,74,108,84,128,25,27,124,6,50,157,23,0.5499,1.167445862,180,69,53.62698837,3265,18.13,68800,70,844,1442,93.24142522,175,6.707317073,5.882352941
45063021009,-81.2792547,33.90561672,825,825,Conventional,47,2018,32,783,8,21,113,3,689,350,534,352,587,102,136,571,29,225,754,71,0.665,1.166592363,825,64,45.7938684,9433,19.56,68800,96,2843,3590,76.33614171,155,1.973684211,7.984293194
45063021014,-81.18553448,34.02493308,499,499,Conventional,24,2018,12,570,2,37,31,3,529,149,328,282,359,58,82,313,21,165,426,73,0.2445,0.753272418,499,116,6321.692335,6414,21.25,68800,165,1879,2200,144.6897622,205,-8.68596882,-1.383399209
45063021017,-81.19543425,33.94550647,559,559,Conventional,14,2018,25,554,7,17,84,0,481,181,313,292,393,86,80,346,16,197,503,56,0.82525,1.01846699,559,55,78.00250187,8295,19.63,68800,100,2408,3119,58.3136259,135,1.503759398,-5.093378608
45063021018,-81.20616655,33.92416646,279,279,Conventional,34,2018,12,253,5,3,41,2,224,104,157,141,181,53,45,196,10,73,256,23,0.9765,1.181626729,279,53,30.91723343,4697,6.09,68800,74,1311,2155,63.35096024,115,1.769911504,-11.14649682
45063021019,-81.17070954,33.99329693,159,159,Conventional,1,2018,12,167,2,24,7,1,152,45,92,91,116,18,25,94,12,53,138,21,0.4065,1.034769599,159,94,63.03617514,1583,19.65,68800,125,580,653,111.565315,205,-10.48034934,9.655172414
45063021020,-81.15973366,33.98284146,208,208,Conventional,1,2018,6,192,1,2,14,2,177,76,101,104,134,29,45,99,5,104,194,14,0.824,1.154404549,208,47,44.36190732,4137,24.2,68800,123,1247,1637,102.4097885,105,-11.76470588,-2.34741784
45063021021,-81.33133965,34.02866482,197,197,Conventional,0,2018,3,243,0,1,5,0,236,57,133,115,147,24,26,117,7,73,175,22,0.254,1.017335335,197,104,85.78523168,1559,3.01,68800,146,599,692,133.7437376,245,-3.162055336,25.47770701
45063021022,-81.31274456,33.99720101,409,409,Conventional,4,2018,16,410,4,15,38,2,373,166,240,201,314,41,54,273,9,127,366,43,0.4975,0.921092062,409,66,41.62286987,4650,11.33,68800,130,1368,1566,82.94135242,165,-7.303370787,-15.32091097
45063021023,-81.31259739,33.96748068,205,205,Conventional,2,2018,14,157,0,0,12,1,162,104,109,77,155,25,25,128,10,67,190,15,0.746,0.761547201,205,51,33.82166939,2715,9.54,68800,115,875,1102,59.14733688,135,1.503759398,4.060913706
45063021024,-81.2974551,33.94164973,588,588,Conventional,5,2018,32,593,4,29,72,2,522,238,346,307,433,69,86,421,19,148,541,47,0.606,0.973279198,588,74,46.15411428,4668,15.3,68800,134,1319,1651,83.37578738,185,-1.069518717,-5.008077544
45063021025,-81.26471635,34.03847753,267,267,Conventional,1,2018,1,332,0,5,0,0,328,90,194,154,197,29,41,120,18,129,214,53,0.189,1.053254305,267,128.5,131.3326561,3438,0.79,68800,175,1260,1410,294.3225316,225,-16.66666667,16.59388646
45063021026,-81.27777423,34.00833934,506,506,Conventional,1,2018,14,523,0,31,23,1,481,239,315,252,385,43,78,350,21,135,452,54,0.451,0.871690471,506,85.5,80.38498189,4749,8.82,68800,173,1471,1598,94.11149425,205,-2.380952381,32.46073298
45063021027,-81.24476767,34.00470413,320,320,Conventional,1,2018,15,349,0,20,28,3,317,83,212,165,228,38,54,199,13,108,281,39,0.462,1.088470433,320,78,68.29355838,4181,12.08,68800,171,1258,1427,94.61054886,180,-11.76470588,-3.32326284
45063021028,-81.27336958,33.97757566,260,260,Conventional,16,2018,5,267,4,3,31,2,234,89,153,140,178,42,40,169,18,73,237,23,0.686,0.925223375,260,62,46.38078631,3283,22.39,68800,144,984,1223,84.88112549,145,-7.051282051,17.64705882
45063021029,-81.24748764,33.96871654,113,113,Conventional,3,2018,5,123,0,7,7,1,118,33,69,62,80,17,16,77,3,33,103,10,0.602,0.944589521,113,60,47.35776316,4047,38.89,68800,105,710,989,83.05311082,125,-4.580152672,-31.09756098
45063021030,-81.21077268,33.97773955,172,170,Conventional,6,2018,4,193,1,1,6,0,196,40,119,88,115,25,32,98,9,65,145,27,0.448,0.781407916,172,78,46.26654368,4860,19.65,68800,119,1015,1177,1823.090805,165,-11.29032258,-8.021390374
45063021031,-81.21752642,33.99063913,287,287,Conventional,0,2018,11,304,0,7,17,0,292,74,174,151,195,41,51,169,13,105,252,35,0.54,1.099761017,287,59,71.12166612,3908,25.46,68800,137,1225,1381,88.28264658,135,3.846153846,15.26104418
45063021032,-81.21507939,34.01042616,231,231,Conventional,1,2018,11,246,1,12,4,1,243,80,150,136,152,29,50,120,11,100,196,35,0.558,0.885820106,231,83,52.20897954,3776,5.72,68800,123,987,1197,91.29022683,145,-3.333333333,-4.545454545
45063021033,-81.17995037,33.96249923,260,260,Conventional,8,2018,14,218,1,5,38,1,192,98,137,103,190,39,31,140,12,108,242,18,0.891,1.116007714,260,48,40.49602216,4409,24.04,68800,95,1350,1737,46.29669878,125,3.305785124,-19.00311526
45063021034,-81.15540205,33.96021734,297,296,Conventional,4,2018,11,294,0,11,37,0,262,96,169,151,218,32,47,188,12,97,275,22,0.7305,0.917172785,297,54,34.07594033,4589,25.17,68800,120,1375,1778,53.62814794,125,15.74074074,57.14285714
45063021106,-81.14339104,34.05713075,179,179,Conventional,1,2018,4,188,0,5,50,2,134,61,106,94,119,22,38,91,11,77,154,25,0.5248,0.848477033,179,61,54.83935904,3034,20.86,68800,150,1124,1262,57.12610724,135,-3.571428571,7.831325301
45063021109,-81.17051292,34.05248222,187,187,Conventional,0,2018,2,178,3,4,35,0,140,71,109,80,122,27,38,103,13,71,160,27,0.727,0.971594534,187,60,65.16681274,3295,33.63,68800,109,906,1117,76.16448823,125,-7.407407407,-5.076142132
45063021110,-81.18294667,34.07265692,178,178,Conventional,0,2018,6,197,0,5,36,0,162,38,104,108,117,22,39,104,7,67,165,13,0.757,1.092283054,178,55,48.36688463,2975,27.53,68800,130,1088,1235,69.29522511,135,3.053435115,14.1025641
45063021111,-81.155464,34.06619397,111,110,Conventional,0,2018,6,96,0,11,29,0,60,46,53,52,73,16,22,82,1,28,103,8,1.1945,0.960375711,111,41,24.58048152,2627,50.59,68800,80,599,860,864.3643615,105,19.31818182,4.716981132
45063021112,-81.17030184,34.07932883,157,157,Conventional,0,2018,1,169,1,3,28,0,140,46,95,81,115,14,28,96,2,59,139,18,0.499,1.178812621,157,69.5,48.6662245,3216,17.69,68800,161,976,1159,69.94398263,155,-0.958466454,7.534246575
45063021113,-81.20054986,34.09051465,153,153,Conventional,0,2018,17,145,1,4,35,1,119,51,80,87,111,12,30,101,6,46,138,15,0.9135,1.046187976,153,60,48.41872159,3364,37.87,68800,126,985,1365,82.28912339,125,-3.846153846,-19.47368421
45063021114,-81.25594791,34.08153393,214,214,Conventional,0,2018,13,236,0,1,29,0,225,65,149,116,151,28,35,120,7,87,186,28,0.497,0.850388972,214,83,79.45627488,3585,17.99,68800,186,1264,1413,120.1172131,185,-14.74654378,-15.41501976
45063021115,-81.22996084,34.06337597,119,119,Conventional,0,2018,1,126,0,0,8,0,121,37,66,63,79,18,22,71,9,39,108,11,0.5825,0.826406558,119,74.5,94.63319381,2273,9.5,68800,161,740,929,122.4144068,115,-30.51359517,-11.19402985
45063021116,-81.20028321,34.0650747,168,168,Conventional,0,2018,8,152,1,2,27,0,138,65,108,75,112,17,39,78,6,84,160,8,0.766,0.702179621,168,64,88.03952453,3262,29.98,68800,131,970,1170,46.70581935,145,5.839416058,8.387096774
45063021203,-81.32265002,34.09981788,504,504,Conventional,0,2018,17,573,2,5,17,0,569,177,337,268,378,55,71,298,25,181,431,73,0.332,0.805860542,504,98.5,112.6605732,5252,5.75,68800,148,1863,2294,157.8390392,205,-6.392694064,3.490759754
45063021204,-81.33479921,34.1590058,353,353,Conventional,8,2018,9,366,0,6,28,1,348,126,194,205,271,41,41,242,12,99,323,30,0.5715,0.680455535,353,72,72.93664226,3777,15.86,68800,107,1339,1654,93.48211146,165,-8.839779006,2.31884058
45063021205,-81.3709493,34.0960931,325,325,Conventional,1,2018,10,394,0,2,8,0,391,107,247,166,229,33,63,180,19,126,269,56,0.251,1.044887172,325,113,87.53084054,2959,4.22,68800,171,1154,1355,142.0902031,245,-1.606425703,25
45063021206,-81.39852558,34.13949252,215,215,Conventional,10,2018,10,247,0,3,7,0,250,65,157,111,137,33,45,115,15,85,183,32,0.51215,0.856997748,215,87,71.82633916,3127,23.63,68800,134,1018,1291,136.8995971,205,-6.178489703,-10.41666667
45063021303,-81.4119159,34.04699521,381,381,Conventional,13,2018,3,492,3,7,3,1,493,86,282,232,281,47,53,192,22,167,317,64,0.3045,0.85058092,381,104.5,168.193905,3075,2.63,68800,155,1238,1986,174.3279124,245,-3.353057199,20.56962025
45063021304,-81.41486878,33.99078618,268,268,Conventional,40,2018,3,293,0,1,10,1,289,92,182,133,161,44,63,137,17,114,233,35,0.544,1.408379226,268,78,82.4403282,4569,15.76,68800,114,1440,1841,115.0784402,165,-6.25,25.82159624
45063021305,-81.43665551,33.90880481,114,114,Conventional,22,2018,4,123,2,0,5,0,131,29,90,53,68,25,21,52,4,58,99,15,0.54,1.092178153,114,52,56.0659236,3078,12.44,68800,84,903,1203,75.282679,100,2.040816327,-25.97402597
45063021306,-81.36686341,33.93801838,168,168,Conventional,30,2018,1,188,1,2,2,0,186,60,111,90,98,35,35,86,11,71,149,19,0.5515,1.338232008,168,70,93.76681457,4074,12.37,68800,102,1138,1590,98.36204894,155,16.54135338,20.86330935
45063021307,-81.41583819,33.86669395,59,59,Conventional,23,2018,0,57,2,0,0,0,63,19,37,29,35,16,8,30,3,26,55,4,0.88505,1.935301925,59,46,31.20999086,2093,29.86,68800,63,574,787,64.60598558,105,-8.695652174,7.272727273
45063021308,-81.3797421,33.81552765,154,154,Conventional,64,2018,10,152,3,0,18,0,155,41,96,81,81,40,33,85,6,63,141,13,1.0125,1.982734286,154,52,69.04388513,4185,13.24,68800,84,1218,1768,85.42260021,95,-6.862745098,4.761904762
45063021402,-81.53689958,33.90724561,144,143,Conventional,4,2018,3,136,0,0,29,0,111,59,71,76,87,34,23,79,10,55,128,16,0.7,1.352302545,144,52,58.27429677,3724,56.98,68800,52,967,1637,124.1961722,105,11.70212766,-2.040816327
45063021403,-81.50298681,33.85121847,82,82,Conventional,38,2018,3,76,0,0,18,0,72,20,54,38,37,26,19,52,3,27,78,4,1.386,1.456800865,82,49.5,32.21518385,2396,34.89,68800,52,564,989,49.19970794,100,12.99435028,28.125
45063021404,-81.48987134,33.95275741,81,81,Conventional,6,2018,4,85,0,0,5,0,83,30,43,48,45,18,18,36,4,41,76,5,0.9413,1.264982569,81,58,49.73044524,2645,25.29,68800,84,906,1334,84.30342758,125,1.62601626,8
45065920100,-82.44828202,33.98334538,181,181,Conventional,0,2018,4,238,0,0,16,0,223,62,143,120,121,29,31,100,27,54,162,19,0.2295,0.779495943,181,66,46.18315263,2335,31.86,48300,132,889,1559,97.04077605,155,-9.88372093,19.86754967
45065920200,-82.24731876,33.92300921,125,125,Conventional,26,2018,2,141,0,0,54,0,99,24,84,65,60,37,28,55,8,62,116,9,0.312,2.237325308,125,58,48.7013542,5504,62.21,48300,87,1461,2269,103.7708393,85,-10.52631579,-1.57480315
45065920300,-82.20110347,33.75350247,78,78,Conventional,11,2018,2,97,1,0,14,0,84,17,63,46,43,20,15,32,7,39,69,9,0.2085,1.957248175,78,81,249.0875066,2056,44.65,48300,107,726,1535,181.8969859,125,-9.420289855,-21.21212121
45067950100,-79.47160615,34.15526086,89,88,Conventional,32,2018,4,91,1,0,33,0,71,12,50,52,30,32,27,51,5,33,87,2,0.8622,1.875389439,89,41.5,36.34919214,4671,60.33,48300,101,1242,2028,61.9583784,75,0,-11.88118812
45067950200,-79.38251851,34.24334171,141,141,Conventional,33,2018,1,131,2,0,68,0,77,40,68,85,75,33,33,87,9,45,131,10,1.045,2.048691058,141,46,67.84539099,5858,65.16,48300,113,1445,2391,60.89338267,85,-6.593406593,-21.22905028
45067950300,-79.30147769,34.23407942,29,29,Conventional,10,2018,0,31,0,0,12,0,23,6,21,14,13,10,6,18,3,8,27,2,1.257,0.730872451,29,46,33.72604563,2693,76.98,48300,72,655,1355,36.19188054,65,-8.450704225,-43.1372549
45067950400,-79.19328445,34.23919089,54,54,Conventional,17,2018,2,61,0,0,14,0,48,15,35,28,29,19,6,21,1,32,54,0,1.3935,1.455750659,54,39.5,25.07041292,3963,52.44,48300,76,1030,1927,44.39397029,65,-8.450704225,-14.28571429
