census_tract,long,lat,Applications,One.to.Four.Unit,loan_type,mfrd,year,Hispanic,N.Hispanic,Native,Asian,Black,Pacific,White,Race_Other,Male,Female,Accepted,Denied,Action_Other,Purchase,Improvement,Purpose_Other,Lien.First,Lien.Sub,Med.Spread,Stdv.Spread,Hoepa,Med.Income,Stdv.Income,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units,Stdv.Loan,Med.Loan,loan.return,app.growth
45075010700,-80.74340436,33.49438013,61,61,Conventional,15,2018,0,58,2,0,34,0,32,16,39,32,27,20,14,31,1,29,59,2,0.616,2.305181594,61,59,32.1377732,3225,77.74,48300,130,911,1302,83.9805468,75,0,-1.612903226
45075010800,-80.81159868,33.56705557,80,79,Conventional,11,2018,0,87,0,1,71,0,20,16,48,45,35,28,17,37,4,39,78,2,1,0.780664214,80,61,53.12004854,4253,87.94,48300,100,1153,2127,91.17378037,105,7.142857143,1.265822785
45075010900,-80.91467754,33.56466859,351,351,Conventional,24,2018,7,327,1,14,189,5,134,121,192,160,196,68,87,183,9,159,330,21,0.755,1.203071844,351,57,90.52747541,8915,61.7,48300,127,2497,3435,71.24369889,125,-6.71641791,0.862068966
45075011000,-80.86187172,33.53080793,158,158,Conventional,3,2018,2,139,2,5,88,0,56,57,78,77,91,31,36,94,6,58,150,8,0.748,1.19621687,158,53,56.30319289,5702,72.73,48300,121,1512,2610,54.22992965,105,8.24742268,-18.55670103
45075011100,-80.83558881,33.54262729,60,59,Conventional,6,2018,0,59,0,1,55,0,9,16,34,33,27,15,18,28,2,30,54,6,0.824,1.780583022,60,65,49.19149005,3211,93.15,48300,100,680,1313,133.9158181,145,7.80669145,27.65957447
45075011200,-80.84400994,33.49867991,9,9,Conventional,0,2018,0,5,0,0,7,0,0,4,7,1,4,3,2,4,2,3,8,1,1.299,0,9,191.5,91.31568086,2520,95.48,48300,136,149,487,23.51122663,75,63.04347826,-18.18181818
45075011300,-80.85966212,33.48248649,29,27,Conventional,3,2018,0,20,0,1,19,0,3,9,11,13,10,11,8,11,2,16,27,2,1.208,0.160758359,29,48,59.07557307,3073,89.68,48300,56,235,1174,327.2895857,65,-24.85549133,190
45075011400,-80.86879163,33.50116428,97,97,Conventional,1,2018,2,80,1,4,50,1,28,37,49,40,40,29,28,48,2,47,90,7,0.925,1.170398408,97,49,50.06355001,3677,80.07,48300,95,559,1788,69.09375945,105,-4.545454545,5.434782609
45075011500,-80.91813117,33.48342674,64,64,Conventional,16,2018,2,68,0,0,38,0,35,11,36,41,27,28,9,31,2,31,61,3,1.281,1.880873298,64,44,24.15692097,3785,67.48,48300,79,791,1790,44.68474226,75,4.166666667,-12.32876712
45075011600,-80.92880119,33.43887211,149,147,Conventional,51,2018,1,151,1,2,70,1,97,31,85,83,65,51,33,89,5,55,140,9,0.833,1.941009985,149,54,41.08788844,6125,42.4,48300,104,1688,2662,69.19302412,75,5.633802817,-15.34090909
45075011700,-80.87809896,33.31701653,98,98,Conventional,18,2018,2,100,0,0,18,0,91,32,62,46,52,28,18,43,6,49,88,10,0.649,1.073344203,98,64.5,45.19927668,5216,33.09,48300,103,1463,2288,83.96196027,125,52.43902439,-8.411214953
45075011800,-81.18094321,33.49056655,98,98,Conventional,28,2018,0,120,2,0,38,0,98,18,66,71,55,24,19,53,3,42,90,8,0.577,1.915023472,98,54.5,65.91308165,4882,59.2,48300,107,1348,2200,65.76997064,75,-3.846153846,25.64102564
45075011900,-81.08664347,33.5396871,102,102,Conventional,28,2018,2,111,4,0,31,1,84,22,53,65,56,28,18,60,8,34,95,7,1.277,2.037557693,102,50,33.6788159,3868,32.06,48300,92,1225,1908,56.01891477,75,22.95081967,18.60465116
45075012000,-81.05250888,33.62804279,102,102,Conventional,27,2018,0,104,0,1,58,0,62,19,71,48,39,29,34,37,6,59,99,3,0.827,1.275852152,102,49,85.23764947,3663,56.27,48300,96,1178,1936,55.11296882,75,-11.76470588,-15
45077010100,-82.78038865,35.01504728,206,206,Conventional,13,2018,1,234,2,2,1,0,239,53,145,102,126,40,40,98,19,89,186,20,0.336,1.228570516,206,87,142.8523105,3024,7.9,64200,110,1109,1829,268.583893,175,-8.854166667,11.35135135
45077010200,-82.83613156,34.89018575,340,340,Conventional,29,2018,17,356,4,1,2,0,376,135,229,166,212,58,70,205,25,110,316,24,0.231,1.7267176,340,107,291.3548432,4490,2.69,64200,89,1472,2514,429.7010682,165,-28.57142857,41.66666667
45077010300,-82.80330282,34.81087145,266,266,Conventional,37,2018,4,327,2,3,5,0,327,53,209,136,164,55,47,127,20,119,228,38,0.628,1.423776086,266,55,54.23785038,5702,5.21,64200,104,2059,2380,88.49877351,125,-16.66666667,6.827309237
45077010401,-82.71574055,34.95678019,46,46,Conventional,18,2018,0,49,0,0,0,0,51,21,32,22,30,11,5,25,2,19,44,2,1.17,1.91108152,46,32,44.00866046,1899,4.63,64200,82,674,953,114.4187157,80,-24.52830189,-17.85714286
45077010402,-82.70956507,34.90169205,224,224,Conventional,8,2018,4,228,0,0,6,1,231,66,145,97,157,40,27,136,11,77,208,16,0.87,1.715517113,224,49,39.74955797,5189,6.01,64200,87,1435,2128,61.37215884,125,7.75862069,22.40437158
45077010403,-82.71151335,34.84894458,73,73,Conventional,0,2018,1,84,0,0,0,0,86,30,49,41,47,10,16,39,8,26,66,7,0.504,0.846447422,73,67,38.95076957,2027,6.07,64200,104,592,835,75.75444991,135,-2.173913043,2.816901408
45077010501,-82.59729966,34.97404124,106,106,Conventional,19,2018,0,142,1,0,2,0,140,16,80,64,70,18,18,50,7,49,99,7,0.504,1.181839952,106,56.5,38.58773184,2868,1.78,64200,97,907,1219,83.81749737,105,-24.46043165,21.83908046
45077010502,-82.64580502,34.91135842,114,114,Conventional,14,2018,2,116,0,1,8,0,111,47,70,55,85,14,15,71,7,36,103,11,0.931,1.780703046,114,50,71.83388181,3136,9.79,64200,67,897,1317,64.12609841,95,2.150537634,16.32653061
45077010601,-82.55278239,34.91489346,159,159,Conventional,36,2018,5,170,2,3,6,0,175,37,110,77,94,36,29,79,11,69,141,18,0.86,1.603924799,159,51.5,39.8041165,3487,4.82,64200,77,1159,1431,81.37027055,105,-11.01694915,38.26086957
45077010602,-82.53798888,34.86270922,318,318,Conventional,40,2018,13,352,1,6,16,0,346,100,209,183,188,73,57,162,38,118,274,44,0.789,1.756529482,318,59,83.89502109,6531,3.52,64200,98,2062,2725,112.471253,135,-4.929577465,17.77777778
45077010700,-82.63686864,34.86604361,158,158,Conventional,13,2018,4,169,1,2,6,1,165,47,98,81,101,27,30,86,7,65,141,17,0.8543,1.103116133,158,50.5,45.92162513,4220,9.88,64200,97,1366,1909,81.39805274,110,8.910891089,-11.73184358
45077010801,-82.62496492,34.83547986,178,175,Conventional,5,2018,7,182,0,2,15,0,174,47,104,91,124,26,28,97,14,67,163,15,0.978,1.183128875,178,45,77.49627826,4949,24.73,64200,75,1059,2023,53.94592796,105,20,-21.23893805
45077010802,-82.57703024,34.84266728,167,167,Conventional,7,2018,7,190,0,0,13,0,181,42,116,84,114,26,27,105,10,52,158,9,0.682,1.094243716,167,56,64.65137959,3265,19.14,64200,83,829,1174,80.85570599,135,10.6557377,7.741935484
45077010803,-82.62850905,34.81236106,206,206,Conventional,20,2018,6,215,0,2,14,0,206,51,117,110,117,33,56,116,12,78,189,17,1.0915,1.263095182,206,44,26.97862996,4911,27.2,64200,73,1218,1876,43.96080854,95,2.150537634,21.17647059
45077010804,-82.58305627,34.82265163,155,153,Conventional,2,2018,17,159,3,3,8,0,164,39,93,88,103,25,27,79,12,64,138,17,0.8725,0.959701048,155,49,43.41107787,3464,15.42,64200,81,858,1524,73.00727937,115,0,5.442176871
45077010901,-82.61133916,34.7841408,309,309,Conventional,7,2018,20,333,2,5,19,0,330,90,209,165,201,46,62,175,28,106,266,43,0.7175,1.077067656,309,60,39.80630474,5128,13.26,64200,110,1429,1983,77.86301226,135,2.272727273,55.27638191
45077010902,-82.56755119,34.80001142,432,430,Conventional,1,2018,6,501,2,7,28,0,483,121,296,234,298,61,73,231,29,172,380,52,0.5965,1.247792531,432,67,53.13859218,6305,12.8,64200,119,1933,2497,449.5669427,155,-3.426791277,7.462686567
45077010903,-82.52049899,34.81666795,289,289,Conventional,7,2018,12,319,0,6,18,1,316,80,193,161,187,60,42,135,28,126,239,50,0.598,1.109249172,289,63,59.95339653,5242,15.74,64200,112,1642,2186,81.08782576,135,-3.571428571,1.048951049
45077011001,-82.70770119,34.81818969,82,82,Conventional,6,2018,4,84,0,0,0,0,99,24,56,42,49,17,16,44,8,30,72,10,0.648,1.101314961,82,49,49.03477463,3234,14.38,64200,88,985,1352,68.16650709,110,-8.333333333,-29.91452991
45077011002,-82.69983679,34.77594642,308,307,Conventional,23,2018,10,320,1,1,9,0,325,96,184,152,205,54,49,175,21,112,277,31,0.888,1.151015398,308,51,34.61657534,7174,11.83,64200,84,2158,3175,56.84333383,105,-6.25,8.070175439
45077011003,-82.67239267,34.74659304,95,95,Conventional,15,2018,4,111,1,1,0,0,115,20,65,51,61,16,18,44,5,46,90,5,0.791,0.922192141,95,52.5,43.38905669,2593,5.86,64200,80,830,1045,74.96740613,125,20.19230769,0
45077011101,-82.80625011,34.73569424,125,125,Conventional,0,2018,2,153,0,2,3,0,152,33,83,75,85,16,24,63,8,54,107,18,0.44205,0.962708744,125,71,88.07211643,2539,13.51,64200,129,648,1110,96.25349596,145,-3.333333333,5.93220339
45077011102,-82.76007042,34.71207932,116,115,Conventional,10,2018,6,126,1,6,3,1,121,29,87,53,71,24,21,66,9,41,106,10,0.628,1.873299904,116,80,51.45372494,7711,28.6,64200,61,668,1816,111.355119,95,-1.041666667,3.571428571
45077011103,-82.76160296,34.75878143,42,42,Conventional,10,2018,1,38,0,0,0,0,42,18,22,21,27,12,3,26,3,13,39,3,1.2565,2.341973731,42,37.5,24.09088115,1189,6.06,64200,68,360,558,38.29708431,75,11.94029851,-17.64705882
45077011202,-82.83329947,34.65475217,1,1,Conventional,0,2018,0,2,0,0,0,0,2,0,1,1,0,1,0,0,0,1,1,0,0,0,1,97,0,5828,15.7,64200,158,52,155,0,205,-39.97071742,-83.33333333
45077011203,-82.80419737,34.67744995,272,271,Conventional,0,2018,2,353,0,21,6,1,331,53,189,175,188,43,41,134,20,118,232,40,0.3384,1.028665331,272,95,144.8320205,6178,14.02,64200,199,1575,2229,685.9313665,175,-6.914893617,0
45077011204,-82.85556196,34.74056975,92,92,Conventional,1,2018,3,105,0,0,6,0,100,28,51,59,64,15,13,52,13,27,77,15,0.2985,1.279339797,92,87.5,73.66343096,3807,29.81,64200,68,569,1483,94.30460654,120,-17.80821918,12.19512195
45077011205,-82.83547198,34.68609366,115,113,Conventional,0,2018,2,145,0,7,4,0,147,23,83,76,80,15,20,63,9,43,105,10,0.3003,1.210865959,115,123,1028.672342,4034,20.9,64200,97,370,810,277.7692,165,-12.92875989,47.43589744
45079000100,-81.02015714,34.04974249,27,27,Conventional,0,2018,1,21,0,0,19,0,4,9,12,12,14,6,7,15,1,11,25,2,1.226,1.163745187,27,37,47.02529944,2308,81.89,68800,49,386,789,38.79965342,65,6.557377049,-15.625
45079000200,-81.03772766,34.04087291,34,34,Conventional,0,2018,3,26,0,0,17,0,9,18,13,16,19,9,6,15,5,14,30,4,0.2649,1.611962825,34,39,79.71746762,1533,83.04,68800,51,224,665,38.14901825,65,1.5625,-17.07317073
45079000300,-81.05647645,34.04739855,49,48,Conventional,0,2018,4,37,1,0,33,0,10,19,27,19,22,18,9,17,4,28,46,3,1.196,1.470359709,49,43.5,33.78604438,3257,90.97,68800,44,507,1203,273.0537188,65,3.174603175,4.255319149
45079000400,-81.05104684,34.03500237,65,65,Conventional,0,2018,0,54,1,2,11,0,40,25,40,21,48,12,5,44,1,20,55,10,0.713,1.810215461,65,52,29.25638177,2003,66.75,68800,89,422,815,46.28143422,115,-1.709401709,-27.77777778
45079000500,-81.03142242,34.03252958,21,20,Conventional,0,2018,0,20,0,0,12,0,9,9,10,11,10,5,6,4,3,14,21,0,2.0685,1.172586138,21,61.5,39.92071391,2178,96.46,68800,36,253,825,1896.34021,65,-12.16216216,-38.23529412
45079000600,-81.05332494,34.02205617,183,183,Conventional,1,2018,6,166,1,1,20,0,145,47,104,73,128,21,34,140,10,33,171,12,0.416,0.698778278,183,61,49.30343024,2626,30.46,68800,127,802,1261,55.62881936,145,3.571428571,19.60784314
45079000700,-81.04066445,34.0177976,130,130,Conventional,0,2018,0,125,0,1,9,1,117,40,68,62,92,21,17,69,6,55,115,15,0.409,0.751990093,130,80,72.81026821,1677,26.36,68800,144,475,912,81.89555138,165,-7.82122905,21.4953271
45079000900,-81.01563688,34.02952447,20,18,Conventional,0,2018,2,11,0,0,9,0,2,13,5,8,6,11,3,7,2,11,19,1,1.8495,0.197282792,20,47.5,23.26720089,2562,96.45,68800,34,253,958,398.7071211,55,-21.42857143,-20
45079001000,-81.02045542,34.01866115,23,23,Conventional,0,2018,1,13,1,0,13,0,0,11,6,10,11,7,5,12,3,8,16,7,0.85415,2.515789197,23,28.5,23.93472483,3351,84.69,68800,32,182,558,34.87980491,55,-33.73493976,-11.53846154
45079001100,-81.00316508,34.02284414,174,173,Conventional,0,2018,3,161,0,1,35,1,129,63,92,83,119,26,29,108,14,52,158,16,0.519,1.373841034,174,54.5,88.87230082,4489,50.26,68800,57,1065,1815,67.39209823,105,-5.405405405,-13
45079001200,-80.99396859,34.01244992,145,145,Conventional,0,2018,0,161,0,2,3,0,161,43,98,79,112,13,20,79,8,58,115,30,0.327,1.205015443,145,110,135.7713657,1731,8.55,68800,226,566,805,191.1424115,255,3.869653768,31.81818182
45079001300,-81.01316249,34.00801547,24,24,Conventional,0,2018,0,26,0,0,23,0,3,7,13,14,10,7,7,5,3,16,22,2,0.864,0.507109507,24,70,97.67937791,2540,85.98,68800,28,240,823,39.28482024,80,3.225806452,-27.27272727
45079001600,-81.04788942,34.00424327,47,47,Conventional,0,2018,3,51,0,1,9,0,41,17,30,23,34,3,10,36,0,11,42,5,0.279,0.815672035,47,109,240.1474547,1526,32.5,68800,101,122,216,94.78296939,165,23.59550562,-2.083333333
45079002100,-81.00851594,33.99639031,144,144,Conventional,0,2018,3,140,0,8,10,0,126,54,82,67,116,12,16,88,6,50,126,18,0.3665,1.178339312,144,107,137.6345337,2875,19.3,68800,151,590,1355,123.1804437,185,-18.14159292,-5.263157895
45079002200,-81.00075168,34.00622286,72,71,Conventional,0,2018,3,67,0,3,1,0,70,24,41,38,57,5,10,49,3,20,64,8,0.3255,0.730229932,72,91,61.61922559,1478,20.43,68800,94,353,707,199.2442686,190,2.150537634,10.76923077
45079002300,-80.98687618,34.00204657,156,156,Conventional,0,2018,3,189,0,1,2,0,196,36,120,86,110,16,30,82,15,59,120,36,0.086,1.064455884,156,150,213.639028,2133,2.02,68800,291,759,985,280.7795114,290,-22.25201072,9.090909091
45079002400,-80.96424041,34.00669786,247,247,Conventional,0,2018,8,300,0,0,4,0,302,68,168,145,189,28,30,108,16,123,201,46,0.175,0.885602837,247,110,125.4621774,4372,23.51,68800,162,1189,1598,169.5564782,245,-9.426987061,5.555555556
45079002500,-80.99384372,33.99349816,237,237,Conventional,0,2018,6,227,0,4,4,0,231,84,144,104,189,17,31,140,11,86,202,35,0.29,0.985637211,237,94,107.8649302,3710,18.27,68800,182,1127,1835,106.0363964,195,-10.13824885,0.423728814
45079002602,-81.00274437,33.97987712,200,200,Conventional,0,2018,3,197,0,3,8,0,190,57,103,108,154,20,26,125,8,67,183,17,0.4105,0.977523704,200,75,58.57094087,2797,25.35,68800,93,703,1594,65.94279537,140,-2.777777778,14.94252874
45079002603,-80.98815599,33.97823811,183,181,Conventional,0,2018,5,168,1,5,8,0,162,61,97,84,128,20,35,128,8,47,170,13,0.7227,0.887463222,183,63,59.48327067,4800,52.08,68800,41,589,1818,73.0810474,105,8.808290155,-19.02654867
45079002604,-80.98049492,33.97858438,20,20,Conventional,0,2018,0,16,0,1,3,0,15,8,10,10,17,1,2,12,0,8,20,0,0.663,0.616599825,20,55.5,47.23467348,1492,67.63,68800,36,145,308,50.93597633,105,-14.63414634,-16.66666667
45079002700,-81.01747002,33.98983606,139,138,Conventional,0,2018,6,163,0,5,3,1,162,41,97,78,105,11,23,76,3,60,111,28,0.2,0.749416635,139,145,138.8490393,3326,10.85,68800,213,660,1324,196.0687556,205,-11.06290672,6.923076923
45079002800,-81.03437214,33.98209193,47,45,Conventional,0,2018,1,45,1,2,3,0,40,16,29,19,32,6,9,28,2,17,44,3,0.676,1.355293924,47,110,209.8658137,6830,31.26,68800,51,220,946,11647.15847,105,5,20.51282051
45079002900,-81.03799417,33.99479793,22,21,Conventional,1,2018,0,22,0,2,4,2,15,3,16,7,14,2,6,10,0,12,18,4,0.45,0.502694987,22,136,135.8933931,3421,25.61,68800,173,150,90,1177.955985,195,23.41772152,4.761904762
45079003000,-81.02159313,34.0011753,52,50,Conventional,0,2018,2,48,1,3,3,0,45,30,37,23,31,6,15,27,0,25,50,2,0.392,1.253745591,52,134,143.1788642,2727,24.2,68800,112,237,431,344.3701488,150,36.98630137,4
45079003100,-81.03077854,34.0078903,19,19,Conventional,0,2018,1,15,0,0,5,0,11,13,8,12,13,5,1,15,1,3,18,1,0.1136,0.877363433,19,78,108.3011528,862,49.07,68800,39,16,131,115.203862,195,35.41666667,-29.62962963
45079010102,-80.98193867,34.17894355,990,990,Conventional,69,2018,47,958,6,32,500,2,502,350,580,511,634,159,197,709,33,248,915,75,0.443,1.053760571,990,75,68.992491,6860,53.85,68800,128,1815,2465,103.8583756,205,-0.485436893,-4.990403071
45079010103,-80.93047343,34.16847944,1770,1768,Conventional,1,2018,92,1538,4,57,978,11,594,766,936,823,1136,301,333,1064,41,665,1622,148,0.608,1.024762772,1770,68,80.39179803,17669,62.48,68800,125,4588,6874,547.2614285,165,1.226993865,6.051527861
45079010104,-80.90239901,34.22769838,308,308,Conventional,22,2018,8,328,2,9,131,4,196,102,185,166,187,54,67,157,17,134,270,38,0.3875,1.307527434,308,75,58.78107872,4051,40.46,68800,129,1285,1575,123.5017019,205,-12.76595745,-10.98265896
45079010200,-81.07842097,34.16484887,317,316,Conventional,38,2018,8,339,3,9,158,0,198,85,219,153,187,70,60,157,22,138,281,36,0.4785,1.622481078,317,75,75.28121594,5437,52.51,68800,131,1751,2404,264.6189074,185,-7.5,29.3877551
45079010304,-81.14491656,34.07980999,262,261,Conventional,2,2018,14,231,0,7,81,2,156,91,135,118,172,50,40,169,13,80,239,23,0.948,1.198180135,262,49,43.23107062,6582,62.18,68800,75,1166,2028,46.34687808,90,4.651162791,1.550387597
45079010305,-81.19706358,34.10459718,405,404,Conventional,1,2018,19,357,2,4,97,4,274,161,219,189,264,63,78,215,14,176,356,49,0.934,1.135128635,405,51,36.73828843,7009,46.01,68800,106,2053,2670,57.0854047,115,4.545454545,7.427055703
45079010306,-81.26181235,34.13117304,874,874,Conventional,5,2018,26,920,1,28,78,2,852,301,552,437,642,92,140,575,32,267,787,87,0.451,0.84910371,874,92,119.6925344,9460,15.2,68800,162,2847,3437,134.5131404,215,-0.462962963,13.35927367
45079010307,-81.25587315,34.18422503,783,783,Conventional,4,2018,23,828,1,23,85,1,741,339,514,399,578,78,127,481,22,280,696,87,0.4579,0.986229728,783,80,59.51992912,9530,14.47,68800,167,2824,3082,103.7164886,195,-5.797101449,-4.744525547
45079010308,-81.176219,34.12648769,324,324,Conventional,4,2018,6,338,3,14,84,1,250,121,202,165,230,33,61,188,12,124,278,46,0.596,1.018233271,324,74,97.31075134,5625,32.02,68800,146,1760,2112,114.1359968,155,-8.823529412,-1.219512195
45079010309,-81.14065295,34.11350577,542,542,Conventional,3,2018,12,504,2,12,146,5,357,215,287,264,362,76,104,292,26,224,480,62,0.679,1.085351776,542,52,50.64882947,9970,38.48,68800,130,2840,3627,64.23406761,125,5.042016807,-0.550458716
45079010403,-81.08477295,34.02231528,81,81,Conventional,0,2018,2,75,2,3,36,1,40,22,35,45,45,16,20,51,4,26,76,5,0.9945,0.65906956,81,49,38.65235438,3906,58.37,68800,70,667,893,43.37853768,105,8.808290155,-17.34693878
45079010407,-81.08940225,34.04982079,156,156,Conventional,1,2018,2,139,0,2,91,0,49,51,75,76,90,37,29,65,8,83,135,21,1,1.465489267,156,45,34.83514948,4450,82.94,68800,79,974,1453,36.35615571,90,4.046242775,-10.34482759
45079010409,-81.10909909,34.06073121,61,61,FHA-insured,0,2018,2,44,2,2,26,0,17,30,25,24,41,14,6,48,1,12,55,6,1.322,0.588663512,61,39,35.35006469,1821,82.43,68800,55,162,290,31.89977474,95,26.66666667,56.41025641
45079010410,-81.11881459,34.05616771,63,62,Conventional,2,2018,6,48,1,1,24,0,29,18,27,27,39,14,10,39,5,19,57,6,0.94055,2.053259939,63,45,44.44272976,3620,75.44,68800,63,492,933,379.7300763,85,10.38961039,-32.25806452
45079010411,-81.10622342,34.04304394,25,24,Conventional,0,2018,0,23,0,1,14,0,8,9,9,14,14,7,4,14,0,11,22,3,1.2365,2.038361949,25,42,21.99856455,3684,81.76,68800,41,174,469,107.1991915,95,-1.041666667,-10.71428571
45079010412,-81.08041364,34.03825038,84,83,Conventional,0,2018,1,81,0,6,39,0,41,24,53,31,46,23,15,55,3,26,79,5,0.7765,1.29709267,84,53,45.06201453,3425,66.31,68800,66,460,638,188.406177,110,17.0212766,25.37313433
45079010413,-81.07603358,34.02905392,41,37,Conventional,0,2018,3,33,0,3,12,1,22,13,20,19,26,7,8,29,1,11,38,3,0.98,0.494886718,41,47,34.31972753,1911,62.64,68800,43,123,171,2659.23288,65,-15.58441558,86.36363636
45079010501,-81.07040943,34.06888334,29,29,Conventional,3,2018,2,24,0,2,5,1,21,9,13,16,12,9,8,16,2,11,25,4,1.087,1.029376459,29,45,24.87019635,2103,57.96,68800,53,386,751,2256.399383,65,13.04347826,-6.451612903
45079010502,-81.06398339,34.02983479,14,14,Conventional,0,2018,0,18,0,0,14,0,4,0,12,6,6,5,3,9,0,5,14,0,1.105,0.788411166,14,25,18.67536427,547,100,68800,61,117,264,41.95759241,80,16.78832117,0
45079010600,-81.02622379,34.05991195,67,67,Conventional,0,2018,4,58,1,0,55,0,8,20,30,36,27,19,21,18,10,39,55,12,1,1.469339594,67,40,34.49810471,4461,96.01,68800,49,768,1576,35.5215709,65,-5.797101449,-1.470588235
45079010701,-81.04466161,34.08434132,41,41,Conventional,3,2018,0,30,1,0,29,0,5,22,20,19,14,13,14,19,3,19,37,4,1,2.991503762,41,43,26.16725483,2862,97.76,68800,57,571,1191,42.97617037,55,-1.785714286,-16.32653061
45079010702,-81.00531149,34.09526879,104,103,Conventional,3,2018,3,94,0,2,80,0,21,30,44,64,48,31,25,28,11,65,99,5,0.956,1.573585316,104,50,43.55640978,3720,96.8,68800,101,1008,1411,134.4098933,75,-9.638554217,-6.306306306
45079010703,-80.99657562,34.06531251,77,77,Conventional,0,2018,1,69,0,0,66,0,4,15,37,36,31,32,14,26,7,44,72,5,1.545,1.849571748,77,44,86.55383642,3119,99.17,68800,62,934,1530,24.43552762,65,-1.515151515,-7.228915663
45079010803,-80.9689096,34.06662125,53,53,Conventional,0,2018,7,47,1,1,37,2,12,20,29,27,25,19,9,18,4,31,48,5,1.174,1.061888335,53,42,44.33956109,2482,79.49,68800,60,555,925,26.20810985,65,1.5625,3.921568627
45079010804,-80.98888838,34.05493541,52,51,Conventional,0,2018,0,45,0,0,43,0,4,15,26,23,24,16,12,17,2,33,47,5,1.338,0.554596365,52,45,22.32160044,2366,92.69,68800,80,605,1022,37.02349342,60,-4.761904762,-1.886792453
45079010900,-81.01636092,34.04290933,9,8,Conventional,0,2018,0,5,0,1,6,0,0,3,4,3,3,5,1,4,0,5,8,1,0,0,9,28,120.9102383,3013,99.7,68800,21,211,789,499.2494367,65,10.16949153,-18.18181818
45079011000,-81.00514481,34.04271426,27,27,Conventional,1,2018,0,23,0,0,21,0,4,8,9,17,9,7,11,10,1,16,27,0,1.7025,0.594537916,27,44.5,30.20434631,1751,93.32,68800,50,367,604,20.36700309,75,11.94029851,3.846153846
45079011101,-80.98808328,34.03819959,177,177,Conventional,0,2018,3,165,1,2,30,1,142,59,96,83,116,26,35,96,13,68,161,16,0.545,1.117075684,177,58,43.20428476,3486,40.48,68800,106,933,1376,65.51899594,125,5.485232068,12.02531646
45079011102,-80.96857755,34.04719942,260,260,Conventional,0,2018,5,274,1,1,20,0,258,93,144,149,192,29,39,140,13,107,223,37,0.373,0.915228173,260,87,98.627832,4034,28.93,68800,134,1405,1691,91.60399528,165,-2.941176471,19.26605505
45079011201,-80.97627997,34.01500465,131,131,Conventional,0,2018,1,146,0,0,0,0,145,44,84,70,106,9,16,74,9,48,106,25,0.2335,0.899848454,131,116,170.2511763,2088,10.97,68800,195,601,768,207.6079122,245,-2.777777778,9.166666667
45079011202,-80.9791602,34.02743232,263,262,Conventional,0,2018,9,291,0,2,20,0,279,76,149,166,194,32,37,136,16,111,225,38,0.3655,1.016547267,263,88,72.855645,3484,16.73,68800,139,1355,1646,2710.461488,165,5.431309904,27.66990291
45079011301,-80.95292812,34.03810674,320,318,Conventional,0,2018,13,318,3,18,33,3,280,97,199,150,202,67,51,140,22,158,269,51,0.384,1.095243805,320,84.5,728.0498644,5579,38.7,68800,119,1508,2268,563.7658866,175,9.375,18.51851852
45079011303,-80.94061173,34.07974938,82,82,Conventional,2,2018,6,64,1,5,42,0,22,22,31,42,41,16,25,37,5,40,74,8,1.088,0.903045249,82,46,53.11151577,4453,74.78,68800,62,416,1124,48.02968193,100,-3.381642512,-31.66666667
45079011304,-80.94036225,34.06472189,149,147,Conventional,1,2018,6,123,4,5,87,1,39,60,79,62,77,40,32,64,4,81,139,10,1.1185,0.987789466,149,50,33.99147936,5454,76.15,68800,69,942,1534,1753.257718,105,0,-1.973684211
45079011305,-80.9267618,34.05530784,168,166,Conventional,1,2018,17,128,2,1,79,2,60,66,67,84,98,37,33,84,8,76,155,13,1.23,1.18176575,168,40,39.59702824,5359,77.35,68800,61,1217,2031,232.2742395,85,19.71830986,1.818181818
45079011404,-80.9537493,34.10877769,432,431,Conventional,1,2018,20,363,1,10,254,2,121,176,210,202,236,97,99,216,14,202,396,36,0.9565,1.511398702,432,51,50.4539836,9131,75.71,68800,99,1945,3135,71.42348894,125,1.214574899,9.090909091
45079011407,-80.79503899,34.11231544,502,502,Conventional,1,2018,24,483,7,42,210,1,272,205,318,237,352,54,96,387,15,100,452,50,0.31405,0.781867388,502,116,196.1387129,3302,33.83,68800,198,622,891,178.9532315,295,-7.086614173,62.98701299
45079011411,-80.91840427,34.10961256,237,237,Conventional,0,2018,10,204,3,0,114,1,105,86,125,105,144,47,46,122,13,102,212,25,0.409,1.168752413,237,65,53.04360459,3539,47.64,68800,152,1329,1483,91.28392004,155,2.649006623,-30.49853372
45079011412,-80.90682885,34.08556074,273,273,Conventional,0,2018,13,243,2,19,130,0,112,92,140,128,180,48,45,167,9,97,247,26,0.817,0.968711736,273,58,81.07916583,4504,58.77,68800,118,1152,1846,60.27224471,135,-9.395973154,-18.75
45079011413,-80.87766472,34.0976045,323,321,Conventional,2,2018,3,317,1,33,105,3,194,95,190,148,221,51,51,155,15,153,270,53,0.271,1.171116952,323,99,149.1572485,8381,50.73,68800,147,1797,2226,1541.584553,195,-9.722222222,-20.04950495
45079011414,-80.85573422,34.11095992,210,210,Conventional,4,2018,6,211,4,14,86,2,120,68,118,107,137,31,42,101,5,104,189,21,0.60045,1.029228402,210,67,67.0963165,6088,56.26,68800,114,1375,1961,67.80488808,135,2.272727273,-7.488986784
